Class,AU01,AU02,AU05,AU06,AU09,AU10,AU11,AU12,AU15,AU24,AU25,AU26,anger,disgust,fear,happiness,sadness,surprise,neutral
Suicidal,0.723100367,0.49420477,0.562177974,0.269270093,0.33304138,0.608833869,0.501430133,0.557734191,0.26966198,0.38242876,0.531682138,0.210915825,0.786095203,0.053375393,0.743876692,0.065115257,0.833717605,0.611835592,0.207834709
Non Suicidal,0.445255553,0.490182286,0.467273197,0.622314167,0.580526532,0.491546539,0.496579107,0.720258685,0.684834034,0.626919725,0.89234576,0.487388974,0.087705994,0.024096349,0.07780994,0.254332653,0.02015382,0.04100819,0.949684442
Suicidal,0.757913795,0.413989655,0.543255993,0.152561475,0.440941951,0.161298877,0.466815123,0.753540849,0.103299363,0.381452053,0.623062646,0.132048903,0.306464363,0.097839348,0.781514288,0.071705238,0.454464418,0.748535076,0.306739661
Non Suicidal,0.23186773,0.4481805,0.31261593,0.8223705,0.41280293,0.35848126,0.48168412,0.9324597,0.06563524,0.32716697,0.9739885,0.4181121,0.001522775,0.000208504,0.005236391,0.98355067,0.000650367,0.006305214,0.002525993
Non Suicidal,0.570858182,0.553560024,0.383881983,0.643778588,0.393920684,0.56257742,0.511129572,0.613703972,0.669067803,0.561042374,0.784775964,0.465955003,0.042111704,0.028286025,0.08242134,0.809758918,0.073288062,0.45123262,0.549112699
Suicidal,0.713304092,0.354843103,0.489532188,0.156362453,0.238658,0.251452219,0.470983727,0.694116519,0.156942669,0.235891331,0.148903756,0.173891458,0.816761039,0.137715374,0.524080802,0.030600583,0.497324986,0.659031714,0.799178957
Non Suicidal,0.541467505,0.452123908,0.497434023,0.472602582,0.470798611,0.953492755,0.518209659,0.899795476,0.26035513,0.43906112,0.873982266,0.375324135,0.046361512,0.002663742,0.027410124,0.587174806,0.088741714,0.007416639,0.50071746
Non Suicidal,0.318550231,0.509804448,0.579461644,0.501945189,0.326506615,0.926338961,0.49993776,0.515234306,0.453608271,0.467913449,0.777194194,0.11613989,0.028815982,0.006694595,0.053982757,0.391889592,0.063552125,0.179019745,0.908942664
Non Suicidal,0.325298481,0.4082854,0.491143836,0.628087995,0.448982167,0.605500092,0.517601767,0.69150136,0.662351313,0.643158965,0.864732531,0.306380443,0.066143088,0.010862238,0.020602342,0.516880695,0.053999488,0.303204678,0.340797856
Suicidal,0.39422056,0.45378718,0.36079556,0.15270206,0.22449847,0.102860175,0.47218212,0.100222364,0.41806,0.59237546,0.001282048,0.09676917,0.35347486,0.006098432,0.000173609,0.000431245,0.003412577,0.000420536,0.6359887
Suicidal,0.623692971,0.353105359,0.233836426,0.26640207,0.2147472,0.401166377,0.493325425,0.466321234,0.453187059,0.448037744,0.686925463,0.102650818,0.30439108,0.075043022,0.217269824,0.072007707,0.586522276,0.497100429,0.177839985
Non Suicidal,0.272456076,0.480896511,0.631841384,0.718502129,0.507918189,0.917466144,0.480597185,0.720417787,0.566695167,0.407795027,0.64250742,0.659748226,0.058341817,0.00057529,0.0687369,0.392886772,0.096233501,0.362930153,0.720991662
Non Suicidal,0.26927763,0.48338288,0.4597722,0.25747153,0.3775026,0.6615439,0.500304,0.4976934,0.3203619,0.5761582,0.058716886,0.13549224,0.003192805,0.000634578,0.000226713,0.96769196,0.00040275,0.00538136,0.022469845
Non Suicidal,0.50508213,0.49569473,0.6024179,0.34068424,0.34608352,0.036372874,0.47954524,0.35950753,0.579827,0.41627508,0.99643326,0.6366637,0.10215196,0.09660442,0.019967038,0.4506126,0.055466402,0.048232887,0.22696461
Non Suicidal,0.234382351,0.40024327,0.636085328,0.516048613,0.278558551,0.370353052,0.501181696,0.810133824,0.112993237,0.460662972,0.683418194,0.525000564,0.059177518,0.019206565,0.006842401,0.336764352,0.068891306,0.31844633,0.5180967
Suicidal,0.537460717,0.444308574,0.323912643,0.198570272,0.181312817,0.267017018,0.504538613,0.530037421,0.407025697,0.519788566,0.688959485,0.393749861,0.134947692,0.078585222,0.875728926,0.063212609,0.375842032,0.807931789,0.372658906
Suicidal,0.583818093,0.432219292,0.392687723,0.236677563,0.179454798,0.71749762,0.472018061,0.122619531,0.371726833,0.359859175,0.143118154,0.398607271,0.241445093,0.082988656,0.596627635,0.065006352,0.325788989,0.502947,0.317634738
Suicidal,0.376168476,0.419565651,0.449557868,0.213608566,0.117147573,0.263032742,0.465727718,0.620222981,0.050474446,0.151185694,0.335924006,0.133927288,0.934480076,0.077124138,0.936615445,0.099195463,0.691796243,0.73454157,0.575621359
Suicidal,0.495294365,0.49846354,0.28073305,0.15079012,0.191738633,0.14782063,0.480450807,0.27933279,0.159509663,0.509895566,0.476661905,0.321930941,0.727632111,0.107153084,0.242317764,0.014774137,0.411747556,0.467808798,0.100911218
Suicidal,0.344786553,0.431039816,0.21228026,0.241686779,0.136427024,0.567645505,0.479168363,0.748191315,0.2813165,0.48902687,0.468788953,0.052868031,0.463577832,0.049519946,0.629327926,0.045862159,0.67722098,0.521787861,0.585581448
Suicidal,0.447559432,0.384679205,0.510006981,0.133965887,0.330868031,0.796656928,0.460460287,0.197896604,0.232980177,0.538238467,0.39933952,0.341038471,0.544549254,0.235126916,0.940885434,0.076874997,0.970669671,0.471110114,0.532206643
Suicidal,0.30667263,0.5216998,0.2891812,0.2970116,0.40815455,0.053546607,0.47597224,0.31522566,0.25356564,0.5562281,0.020990789,0.18350379,0.057358272,0.036810633,0.003001966,0.04526056,0.70769763,0.002128597,0.14774233
Suicidal,0.718320197,0.411540283,0.457786039,0.234586133,0.409205014,0.093693386,0.488193744,0.597569924,0.303918186,0.276883695,0.422226762,0.33473335,0.161838113,0.036591,0.929350319,0.03020599,0.913763554,0.566668134,0.214529177
Suicidal,0.608973939,0.487397365,0.473569643,0.208982797,0.232556313,0.309240212,0.474222702,0.740622722,0.063326111,0.36045686,0.579161362,0.299293319,0.753148963,0.097730271,0.559050432,0.050572153,0.859703867,0.490993615,0.66562959
Suicidal,0.620917528,0.388660937,0.46582357,0.234942368,0.226561397,0.790699405,0.494094518,0.176481435,0.469406372,0.24959933,0.148373105,0.148746636,0.664061862,0.196846767,0.494465517,0.0234831,0.784149046,0.498015485,0.63277134
Suicidal,0.36789805,0.40253422,0.5258613,0.22823739,0.36327314,0.004498841,0.47440293,0.15738763,0.26820284,0.47290152,0.09043124,0.24693404,0.55171555,0.24742438,0.00697199,0.000132289,0.057883553,0.029441183,0.106431074
Non Suicidal,0.579477426,0.540198778,0.732931094,0.588431213,0.56339715,0.591656791,0.488735853,0.805400914,0.258634039,0.564666934,0.438992881,0.56594608,0.036487553,0.015445542,0.056021691,0.792764405,0.090519168,0.146562793,0.447999744
Suicidal,0.695728546,0.39351502,0.466367988,0.222046663,0.420765229,0.700275425,0.496479752,0.322158511,0.468842802,0.412619822,0.579571784,0.139243422,0.280101556,0.174070577,0.353183942,0.046584293,0.491951779,0.489006831,0.272500475
Suicidal,0.421442807,0.423837721,0.327145665,0.250997778,0.102966627,0.680530439,0.461923803,0.510235613,0.243511369,0.198186442,0.612643141,0.151320599,0.478774901,0.074023851,0.892118014,0.018477139,0.928039353,0.813042592,0.546153901
Suicidal,0.621494472,0.389146421,0.613241986,0.159011958,0.441529666,0.358243335,0.492667137,0.646689583,0.104948646,0.502315701,0.546789725,0.209068237,0.421012987,0.160766809,0.698191766,0.049210837,0.254498323,0.670134627,0.169340851
Suicidal,0.565084267,0.455416722,0.431005856,0.10844849,0.196691056,0.500373246,0.503257062,0.115787301,0.343898873,0.538881664,0.549863385,0.182724798,0.385821621,0.066872506,0.318242204,0.007232701,0.753051515,0.560326191,0.205371352
Non Suicidal,0.267556347,0.553217801,0.497306667,0.626859856,0.240890197,0.475505188,0.485462759,0.767263756,0.685375344,0.436317278,0.905819104,0.646279316,0.075106909,0.02716981,0.046288794,0.690282081,0.055281346,0.106221575,0.701847057
Suicidal,0.767993391,0.351380177,0.502281311,0.242588235,0.213381363,0.5164092,0.477459086,0.799083512,0.297826837,0.308893521,0.282190386,0.299438399,0.57572224,0.193427979,0.646356959,0.015442556,0.901455316,0.893357725,0.497669524
Suicidal,0.766744813,0.490294632,0.520243205,0.269971579,0.396828216,0.59276388,0.500774028,0.34978735,0.297558001,0.105106808,0.600035637,0.061759988,0.507801756,0.221268425,0.716903109,0.000648893,0.902601831,0.864847768,0.682151566
Suicidal,0.603828188,0.480189011,0.456688832,0.070749095,0.436614548,0.696621221,0.509674983,0.074766658,0.075494665,0.166799408,0.662904822,0.381320839,0.163915822,0.061770791,0.813733763,0.09093899,0.725863225,0.657065915,0.230734417
Suicidal,0.378135079,0.389209375,0.554557887,0.091829407,0.246257519,0.262297897,0.468960178,0.334116015,0.422409188,0.384112478,0.131220464,0.202682159,0.267454462,0.165705823,0.204468197,0.028785617,0.40040533,0.492554714,0.354905086
Non Suicidal,0.449295691,0.44851209,0.714087622,0.590247308,0.50222743,0.402360792,0.49304747,0.781744586,0.141380353,0.589520249,0.516899758,0.440792368,0.069365338,0.013624783,0.009472247,0.944609041,0.040090817,0.23073447,0.383881025
Non Suicidal,0.599739092,0.39296733,0.601770472,0.767257394,0.24956084,0.483435688,0.503554129,0.901039379,0.150415544,0.558484823,0.661545556,0.460390531,0.006539974,0.010964642,0.065678553,0.298110139,0.020247581,0.453072828,0.526398888
Non Suicidal,0.564605837,0.401042875,0.290441252,0.469353039,0.432605044,0.329764786,0.505664563,0.812526023,0.461385316,0.585787949,0.749348307,0.196966918,0.029884043,0.015589344,0.09259819,0.407730465,0.040655986,0.156599133,0.589643223
Non Suicidal,0.514618731,0.502258101,0.331166844,0.365229797,0.336175373,0.455268658,0.50751504,0.761897626,0.424541775,0.430593039,0.490057155,0.597700406,0.092514967,0.007250513,0.058781467,0.553289579,0.037327692,0.25985602,0.511294892
Non Suicidal,0.453776723,0.407605203,0.645387751,0.506096185,0.510189151,0.857785954,0.501597771,0.828578444,0.393044324,0.385430567,0.693523254,0.542533587,0.025494778,0.007687488,0.049608862,0.824834658,0.016844161,0.282790502,0.728735344
Non Suicidal,0.292721484,0.546362419,0.54761759,0.290465168,0.267002639,0.940426907,0.475115753,0.882397538,0.203206187,0.6202378,0.97981306,0.584876917,0.036474071,0.010608832,0.072623657,0.788735973,0.094093769,0.032749131,0.605553092
Non Suicidal,0.279967777,0.586510422,0.613650139,0.40954121,0.504981636,0.809136004,0.491382613,0.738986615,0.541507603,0.38095142,0.828480704,0.497942414,0.088529978,0.01074339,0.031308877,0.927721435,0.040871013,0.280833496,0.713683103
Non Suicidal,0.590531833,0.573522017,0.700987968,0.359093324,0.351153245,0.743887847,0.519786386,0.465523536,0.40191672,0.559663378,0.827713535,0.146488451,0.059186264,0.02854279,0.035450367,0.576929538,0.082634053,0.127319314,0.76453271
Suicidal,0.471018778,0.48971335,0.61529333,0.150150927,0.288467164,0.759403097,0.48933726,0.472877287,0.489494781,0.25486777,0.3349105,0.051451093,0.328587991,0.059931337,0.267557858,0.070206345,0.387161714,0.720458918,0.055697358
Non Suicidal,0.530485566,0.396563862,0.526798697,0.35351888,0.327505958,0.72493002,0.476151033,0.659501582,0.538683466,0.402217163,0.815863365,0.494520152,0.06854254,0.018681444,0.074511262,0.797179249,0.002282974,0.294647174,0.887939475
Suicidal,0.726844385,0.486738581,0.584049869,0.120729471,0.225469246,0.763993103,0.508889957,0.594409269,0.134553776,0.386152303,0.1584695,0.239253391,0.130371498,0.187389744,0.243418226,0.097558239,0.857619153,0.741421188,0.189882929
Suicidal,0.647457743,0.444021002,0.454916526,0.204288004,0.364400167,0.451994633,0.46041283,0.571544651,0.153814816,0.135340613,0.287605467,0.110933238,0.497918856,0.109373231,0.891762464,0.014041721,0.8348547,0.684618711,0.215279375
Non Suicidal,0.379622199,0.552686272,0.52730733,0.46684406,0.587978189,0.771080794,0.48452188,0.764623287,0.680647116,0.441000703,0.992195133,0.317378308,0.012112845,0.001552261,0.00027819,0.314163077,0.02181373,0.322920195,0.635516085
Suicidal,0.682296872,0.390055591,0.413345807,0.211140989,0.280937881,0.421596747,0.489317368,0.611875064,0.392389417,0.185658792,0.253036866,0.395230605,0.709896183,0.15751174,0.81384638,0.091057854,0.367359983,0.667783782,0.231061031
Non Suicidal,0.5619882,0.58057547,0.41675052,0.48415884,0.19091295,0.25211453,0.47009993,0.78904176,0.2563528,0.5562281,0.012138894,0.114475235,0.000398936,3.26E-05,0.000166501,0.92684835,0.000430479,0.018469416,0.05365376
Non Suicidal,0.5249052,0.48163164,0.67244655,0.14302462,0.27040166,0.67649037,0.46564072,0.09119194,0.5118952,0.44980192,0.001438657,0.3109197,0.006345575,0.000804065,0.000513946,0.004100725,0.06305063,0.00107955,0.9241056
Non Suicidal,0.273129493,0.433363211,0.704774877,0.364626631,0.500035351,0.845717209,0.498296476,0.791496373,0.296863649,0.557434124,0.754643332,0.591312935,0.003389659,0.027926299,0.086900148,0.4709898,0.019005812,0.311228775,0.405668355
Non Suicidal,0.608252122,0.561640146,0.677180005,0.86767852,0.412299717,0.397949991,0.496804036,0.901252507,0.285574292,0.406925127,0.800477973,0.276546445,0.072865235,0.008180922,0.047687759,0.657234953,0.060681652,0.28130715,0.360744199
Non Suicidal,0.335472756,0.53940501,0.559660261,0.542242587,0.382292061,0.365840408,0.502718299,0.811493564,0.434243167,0.417265809,0.840188104,0.360722257,0.088029319,0.018487771,0.013496447,0.874605883,0.012755714,0.233088,0.400024457
Suicidal,0.19103597,0.4412297,0.2557686,0.13717335,0.3949031,0.72784877,0.46294025,0.15030773,0.26225248,0.39902937,0.96506715,0.30635425,0.5011588,0.007129538,0.028199095,0.000320223,0.20395684,0.16391928,0.09531623
Suicidal,0.537029358,0.447347592,0.541143176,0.071975107,0.330803114,0.683063988,0.4810615,0.218120226,0.316425644,0.494428504,0.362763138,0.38018708,0.517002838,0.119554281,0.577078953,0.001772137,0.519092238,0.727534182,0.660347186
Non Suicidal,0.495838722,0.549339259,0.576639993,0.577644508,0.534242186,0.812316721,0.479269617,0.807176172,0.174932943,0.611131374,0.751796713,0.634957692,0.088172718,0.001301005,0.054598385,0.836580896,0.042151796,0.082884041,0.809505072
Suicidal,0.447058111,0.431664057,0.411716184,0.086137896,0.250894134,0.349119175,0.470124357,0.39872442,0.168662949,0.299248737,0.375369695,0.095701686,0.588928383,0.103498558,0.824618074,0.052295648,0.619762594,0.800734641,0.713537568
Suicidal,0.454780275,0.430325886,0.375794759,0.167887419,0.264027647,0.701941824,0.468189676,0.780505819,0.488829905,0.26007538,0.31438004,0.339247942,0.503632518,0.237208836,0.599089299,0.078685369,0.233383973,0.782797613,0.157072466
Non Suicidal,0.34637883,0.56651103,0.46648732,0.27687386,0.29773888,0.8671701,0.48341116,0.58842486,0.3544231,0.56337714,0.2512963,0.20241438,0.000849034,0.000365529,0.005650519,0.5297536,0.000446443,0.45549244,0.007442502
Non Suicidal,0.391306926,0.47012013,0.704125803,0.313023523,0.390873284,0.720660231,0.502848268,0.62428586,0.553452015,0.505195123,0.772036394,0.657333682,0.067807559,0.024565101,0.054286329,0.790442018,0.060812175,0.422820696,0.756827802
Suicidal,0.403510105,0.399811525,0.368957492,0.119260075,0.196182804,0.600556409,0.487872598,0.600990754,0.138124278,0.19822856,0.345265526,0.215734012,0.714550979,0.107160525,0.866571072,0.089371384,0.692988752,0.84050152,0.779815983
Non Suicidal,0.575675633,0.419809089,0.565305112,0.345824129,0.458421141,0.608101466,0.484452637,0.835065742,0.63807065,0.512127871,0.437184749,0.233303883,0.090509397,0.00754473,0.090939042,0.483035297,0.036913068,0.135901244,0.327191989
Suicidal,0.669800773,0.416447246,0.531751939,0.295693354,0.433967899,0.746233458,0.482254556,0.390380474,0.408981351,0.480848892,0.446415635,0.39610707,0.950537274,0.044536992,0.489495729,0.046007805,0.405674966,0.469108841,0.543029075
Suicidal,0.467372015,0.404531145,0.597914972,0.278537192,0.226188836,0.509700727,0.477671847,0.332728162,0.204801158,0.258734245,0.547535878,0.244466693,0.870461905,0.221257488,0.312622101,0.007534688,0.671851063,0.615696781,0.089716133
Suicidal,0.46670619,0.358104534,0.411907655,0.272965466,0.210370397,0.492569837,0.462777585,0.425429685,0.426849523,0.351315686,0.507720015,0.271976824,0.832925797,0.173094872,0.714999987,0.004312146,0.202597166,0.532821862,0.039106633
Non Suicidal,0.35980502,0.39077654,0.39725688,0.13673662,0.15436955,0.000497798,0.47056407,0.07306437,0.19200833,0.52352464,0.1158626,0.21776202,0.006930927,0.00024947,0.000137818,0.2365179,0.004208509,0.019943627,0.73201174
Suicidal,0.352710621,0.499047332,0.28219133,0.158525327,0.100722178,0.714270658,0.465833071,0.354454722,0.13410055,0.250302425,0.455725995,0.328754258,0.335193674,0.178607364,0.306453946,0.079467897,0.292651919,0.758890266,0.172600649
Non Suicidal,0.584986299,0.564230409,0.614166957,0.872980405,0.559224666,0.511495215,0.508963842,0.733713025,0.285226916,0.500105264,0.761296709,0.587999425,0.045094483,0.00230754,0.068584884,0.882540479,0.058883358,0.106196992,0.417382781
Non Suicidal,0.38314888,0.5538245,0.6483893,0.57383215,0.31868878,0.46641758,0.48075536,0.6302273,0.19721103,0.44638273,0.4192722,0.64194936,0.23342553,0.5275563,0.001232398,0.00820159,0.00388187,0.000486215,0.22521612
Suicidal,0.465784476,0.459182376,0.632294582,0.262695515,0.279210451,0.418137837,0.470578755,0.715604166,0.346199704,0.112981671,0.146338479,0.252667066,0.335022273,0.210456436,0.462861928,0.057822705,0.714698756,0.482735996,0.465402281
Non Suicidal,0.56945821,0.484394299,0.620202966,0.698943271,0.332036936,0.45239384,0.497359625,0.806000902,0.131582875,0.394987218,0.848929183,0.5842576,0.028784695,0.004670234,0.022231838,0.370877422,0.01257737,0.112538114,0.549424372
Suicidal,0.4107712,0.366406974,0.471379752,0.247789351,0.116088155,0.180644603,0.461007449,0.761139647,0.474341165,0.269292652,0.476512467,0.066706537,0.419571432,0.098323546,0.521958213,0.044498982,0.743318313,0.484023581,0.213291999
Suicidal,0.627940389,0.428225605,0.446645969,0.110074058,0.422295214,0.704714874,0.504750854,0.334778113,0.136806148,0.545576912,0.5983647,0.314489467,0.788758653,0.131300709,0.209552112,0.086441779,0.308038625,0.856236554,0.426455676
Suicidal,0.641963245,0.359190941,0.203048206,0.209163553,0.333288949,0.757892105,0.471281826,0.364982284,0.106212133,0.379446692,0.515437204,0.194211624,0.413041496,0.0434299,0.704379272,0.015431296,0.842920605,0.716021947,0.5516416
Non Suicidal,0.30965564,0.442880243,0.496899127,0.663841476,0.374658329,0.465031752,0.498493967,0.555455732,0.687062167,0.512940793,0.900125333,0.135558868,0.025100664,0.027175228,0.068239171,0.755093562,0.094562393,0.101813455,0.83794808
Non Suicidal,0.29687604,0.3956582,0.3562298,0.6381915,0.43655387,0.8584421,0.48009226,0.76360714,0.109514825,0.5616057,0.62471604,0.12685816,0.03966569,0.03699612,0.001875523,0.7187798,0.032962672,0.002890318,0.16682981
Suicidal,0.339052543,0.391944644,0.428049314,0.258925482,0.404126371,0.206688713,0.492321943,0.794219048,0.361742274,0.352473118,0.644366978,0.269466605,0.150969545,0.209803225,0.569863165,0.022890196,0.448607944,0.483002998,0.326748477
Suicidal,0.361060914,0.365537089,0.542148449,0.16270151,0.444285321,0.418901617,0.472646092,0.666518064,0.211882098,0.289965359,0.461343684,0.128480947,0.948130614,0.052434838,0.357342417,0.092817655,0.614327537,0.628764818,0.156235695
Suicidal,0.658142624,0.413837931,0.629497015,0.120448568,0.242385081,0.21369938,0.485049543,0.184691744,0.0576258,0.254650838,0.511819258,0.155425979,0.683991074,0.156525713,0.630506219,0.012498649,0.287045424,0.612715491,0.656532741
Non Suicidal,0.603219172,0.526223852,0.659102292,0.807226351,0.510498837,0.364401882,0.477422421,0.497373566,0.448763846,0.500229397,0.400959312,0.203812911,0.080634784,0.00115082,0.069834563,0.916153688,0.066392496,0.408277778,0.661231859
Suicidal,0.531122556,0.477951415,0.440048678,0.281581016,0.100540054,0.26403651,0.493901244,0.673130612,0.323654333,0.309125469,0.30161292,0.115002317,0.565520808,0.155054298,0.244970246,0.054551123,0.510288018,0.520246727,0.06958448
Non Suicidal,0.44811362,0.4302017,0.38833717,0.1254405,0.14396417,0.6710334,0.47175574,0.06659015,0.18427765,0.5738801,0.040303964,0.11206569,0.009422682,0.005780204,0.005372919,0.039584335,0.15721521,0.042801954,0.7398227
Non Suicidal,0.378743429,0.478257386,0.596386741,0.837098926,0.502781893,0.756787113,0.490809062,0.714625355,0.180296972,0.594185235,0.508737125,0.21379779,0.050733428,0.004865326,0.001639242,0.715326291,0.01244074,0.334354036,0.453731611
Suicidal,0.53957939,0.421718624,0.645405853,0.116819963,0.212653014,0.712447263,0.468417041,0.363292297,0.351551501,0.222868404,0.511847762,0.098009726,0.935067409,0.037750666,0.430892036,0.010041669,0.62095312,0.82792515,0.493237211
Non Suicidal,0.242229624,0.466021543,0.457645691,0.542896778,0.266304431,0.616218241,0.515572859,0.742243494,0.345527141,0.411811117,0.686398093,0.403702153,0.053441099,0.01889541,0.018743593,0.737287366,0.007039354,0.320885385,0.690822381
Non Suicidal,0.568937424,0.395733553,0.651367194,0.346048635,0.506113383,0.847516317,0.481923229,0.816696432,0.590559217,0.623718156,0.47340302,0.47324247,0.026709747,0.014052269,0.087440547,0.745806591,0.006466008,0.255361204,0.39361567
Non Suicidal,0.221821314,0.391973637,0.563579917,0.258182802,0.496040267,0.442180787,0.48122559,0.620029097,0.559721307,0.490415451,0.792760432,0.648179399,0.043132101,0.003406486,0.016455562,0.954526743,0.098637945,0.22282446,0.719747513
Non Suicidal,0.304254972,0.390361781,0.640379066,0.526098773,0.261913516,0.432211305,0.514634064,0.72498413,0.616127384,0.63969764,0.963051276,0.645545455,0.017201609,0.00537824,0.013214148,0.268692299,0.070248279,0.02599011,0.704217613
Non Suicidal,0.48734617,0.5590304,0.5584541,0.51671994,0.44239065,0.022594182,0.4786969,0.512803,0.3269625,0.41172925,0.99380434,0.6536663,0.000583595,0.003894643,0.000253802,0.99156874,0.000145863,0.000799299,0.002754028
Suicidal,0.22261077,0.5149803,0.36316997,0.16162765,0.15569413,0.01688867,0.47321603,0.19538276,0.15528113,0.5562281,0.7451244,0.21631716,0.99038386,8.52E-05,5.26E-05,7.71E-05,0.000307358,0.000137399,0.008956575
Non Suicidal,0.54051537,0.51430269,0.480045581,0.584963249,0.585742968,0.575445481,0.518591646,0.909731268,0.389148079,0.649457437,0.866968915,0.313779805,0.056252711,0.001368125,0.000764595,0.620663696,0.0585426,0.413059949,0.552387681
Suicidal,0.55333006,0.5177275,0.6604917,0.1576239,0.27170187,0.19300318,0.46564916,0.33335418,0.5706359,0.3559994,0.9627916,0.6668292,0.016378226,0.000317165,0.04439865,0.011560226,0.027583418,0.83171934,0.068042934
Suicidal,0.461376527,0.447561472,0.321551168,0.091758956,0.186130098,0.360665994,0.476908572,0.297111147,0.091725739,0.429560559,0.690749085,0.368728878,0.625163457,0.161421677,0.245427492,0.034914962,0.869066379,0.540784461,0.047492639
Suicidal,0.58918243,0.363859654,0.633545171,0.240639435,0.428169485,0.264605427,0.4981736,0.603815757,0.481516764,0.502316768,0.360229711,0.349190226,0.323065506,0.183828771,0.394925385,0.057340187,0.234234785,0.503551923,0.043413289
Non Suicidal,0.45961271,0.503463349,0.374994919,0.411929707,0.52757267,0.809730501,0.470855238,0.633959366,0.404271835,0.420793083,0.735268034,0.493320979,0.076280514,0.021615875,0.077994047,0.255543244,0.058407397,0.357020293,0.672030531
Non Suicidal,0.434883869,0.486052658,0.733058924,0.550897405,0.492081473,0.777754937,0.501599651,0.499440304,0.133681195,0.499215864,0.497564138,0.466363218,0.00444219,0.020041122,0.02717353,0.288781229,0.02975022,0.077763554,0.948634127
Non Suicidal,0.527528217,0.488207026,0.290644298,0.439886333,0.448601812,0.720584361,0.518923115,0.816287805,0.196344058,0.585969126,0.772423614,0.434138812,0.009132673,0.029967477,0.005629297,0.622394702,0.079434344,0.072315611,0.772572007
Non Suicidal,0.355279188,0.488334472,0.634787861,0.743216799,0.459702368,0.723585214,0.513998031,0.897428949,0.392851673,0.582509391,0.643913038,0.4864192,0.08850805,0.006125411,0.010437739,0.417033167,0.022831185,0.438337255,0.840497732
Suicidal,0.577116193,0.36261982,0.432556985,0.12365129,0.273153918,0.487230637,0.479454423,0.628410115,0.27413729,0.344348186,0.589008771,0.131179275,0.312567235,0.180339997,0.598193354,0.067105442,0.739357885,0.568688083,0.218036674
Suicidal,0.574404008,0.392633115,0.506811186,0.157053912,0.422529276,0.14254079,0.465929097,0.088406912,0.393355117,0.269229396,0.109386848,0.299640903,0.265477377,0.171512235,0.3704749,0.049990943,0.431714404,0.552119843,0.525588437
Non Suicidal,0.236910553,0.450225936,0.605706088,0.50914983,0.317232476,0.308367038,0.477598267,0.791775858,0.448543129,0.485387342,0.652363297,0.148036772,0.075670574,0.0182447,0.028538997,0.490714677,0.023044609,0.285553247,0.369305659
Non Suicidal,0.378262663,0.553356572,0.525102083,0.878453126,0.471748713,0.947206524,0.476832513,0.695540989,0.381884177,0.557199753,0.658112085,0.508897982,0.045470228,0.00080475,0.009479735,0.975708251,0.084826453,0.119950179,0.542592796
Non Suicidal,0.521616153,0.43696729,0.347887945,0.476037778,0.486661954,0.676541802,0.483628105,0.482395,0.164757708,0.489255081,0.689252279,0.362884883,0.061087885,0.026482133,0.020317877,0.435422523,0.084607394,0.213336379,0.939403363
Non Suicidal,0.458718329,0.534503443,0.433105926,0.682831791,0.461653643,0.397684193,0.511705544,0.832974468,0.273337822,0.403258731,0.488812563,0.342626482,0.028231511,0.010498402,0.029856328,0.940257561,0.067338696,0.070190463,0.630837098
Non Suicidal,0.589140399,0.432391883,0.400604999,0.407496628,0.314215699,0.891571163,0.506996332,0.575807891,0.500529835,0.541945445,0.638229098,0.62754206,0.077851005,0.023751457,0.06463719,0.447959909,0.012607058,0.200557674,0.659557978
Non Suicidal,0.256130919,0.436205636,0.479807223,0.314859101,0.56813473,0.930699228,0.516473404,0.540003587,0.583912142,0.419755705,0.916387726,0.318844858,0.088811349,0.024049879,0.024016447,0.265236225,0.087472364,0.213792158,0.358265725
Suicidal,0.690908088,0.481439573,0.455937696,0.260447018,0.206851523,0.51783948,0.475368329,0.558506597,0.245713292,0.326889721,0.484657203,0.163325551,0.199309492,0.075260874,0.874317133,0.023123677,0.650510179,0.755402487,0.68809327
Non Suicidal,0.340891811,0.405889869,0.732849378,0.601114251,0.270145413,0.325496993,0.480474818,0.607565681,0.605953635,0.386633976,0.757016172,0.605918598,0.012371535,0.005794747,0.036837246,0.932887355,0.07942234,0.155364705,0.7825345
Non Suicidal,0.31856295,0.45580846,0.2859357,0.32765812,0.31015924,0.29726556,0.48161232,0.3995465,0.31175455,0.5822987,0.38799778,0.16143814,0.005337607,0.008475853,0.000908139,0.07980789,0.004964256,0.000772218,0.899734
Non Suicidal,0.4927403,0.53540695,0.41571516,0.7016011,0.36290264,0.33914652,0.50901604,0.65993863,0.28274813,0.5684559,0.046292383,0.17978002,0.000806737,0.000442923,1.61E-05,0.09423599,0.005612581,0.000235762,0.89864993
Non Suicidal,0.219712967,0.429774584,0.625892031,0.863682908,0.308181776,0.444247615,0.478548118,0.597467509,0.324020058,0.551320226,0.739138105,0.163984356,0.061009113,0.029626093,0.084143218,0.751147218,0.002602973,0.258352554,0.523320298
Non Suicidal,0.528826829,0.495159502,0.508750495,0.769807532,0.288294123,0.382361436,0.490362428,0.576652398,0.46526397,0.476373356,0.507182285,0.349169903,0.066121628,0.020339308,0.001361837,0.259802468,0.0947144,0.051988088,0.568618482
Suicidal,0.720600724,0.360097785,0.637312673,0.206655366,0.387532636,0.153392617,0.501988658,0.564183621,0.073002919,0.17823229,0.328599355,0.272096936,0.80384745,0.210036879,0.612499237,0.061957736,0.870009303,0.571197909,0.148321809
